"month","year","monthly_sum"
3,2020,974.8995
3,2020,885.35625
3,2020,946.000375
3,2020,989.1605
3,2020,834.35325
3,2020,1072.758875
4,2020,535.969875
4,2020,573.756375
4,2020,495.16125
4,2020,496.777375
4,2020,548.659875
4,2020,518.159875
4,2020,512.491125
5,2020,400.162125
5,2020,408.6815
5,2020,375.02625
5,2020,375.009875
5,2020,367.15125
5,2020,397.006625
5,2020,368.335375
5,2020,390.963
6,2020,321.56125
6,2020,325.94725
6,2020,316.52875
6,2020,315.5635
6,2020,313.4135
6,2020,318.6155
6,2020,311.58
6,2020,317.313
7,2020,363.44225
7,2020,363.720875
7,2020,349.26675
7,2020,342.14625
7,2020,337.8875
7,2020,354.75925
7,2020,340.701
7,2020,350.9165
8,2020,383.412
8,2020,427.336875
8,2020,392.328
8,2020,382.13375
8,2020,388.0345
8,2020,403.58575
8,2020,380.0155
8,2020,405.6795
9,2020,520.78575
9,2020,550.30625
9,2020,509.319
9,2020,494.06075
9,2020,517.96725
9,2020,528.45625
9,2020,504.885
9,2020,531.73925
10,2020,889.677625
10,2020,895.597
10,2020,823.01675
10,2020,790.15775
10,2020,852.73875
10,2020,884.112
10,2020,852.87325
10,2020,855.587625
11,2020,989.135
11,2020,1104.98725
11,2020,960.023
11,2020,910.92875
11,2020,983.1235
11,2020,1033.092
11,2020,947.36325
11,2020,1075.4055
12,2020,1103.877125
12,2020,1304.1295
12,2020,1230.32625
12,2020,1114.27375
12,2020,1084.35
12,2020,1153.33225
12,2020,975.917
12,2020,1236.310125
1,2021,968.560625
1,2021,1108.36175
1,2021,1006.37275
1,2021,993.187375
1,2021,963.73025
1,2021,1000.613125
1,2021,908.722875
2,2021,1042.126
2,2021,1072.137125
2,2021,945.422125
2,2021,912.82075
2,2021,976.0515
2,2021,1047.63775
2,2021,982.321625
2,2021,1006.6985
